engine_name,fen,score,move_rank
stockfish_full_1,8/R7/3p1k2/pr1Pp3/3nPpBK/5P2/1P3N2/8 w - - 1 56,1,0
stockfish_full_1,8/5K2/4N3/8/8/1Q6/4k3/8 w - - 5 76,1,0
stockfish_full_1,2b4r/R4Qpk/1npq3p/1p2N3/3PP3/6P1/5PBP/6K1 b - - 2 27,1,0
stockfish_full_1,r6k/pp4B1/2p3np/6q1/2PQ4/P6b/BP4P1/5RK1 b - - 0 28,1,0
stockfish_full_1,8/2Q2K2/4N3/8/8/8/p2k1P2/8 w - - 4 69,1,0
stockfish_full_1,8/1p4p1/p1prn2p/R4k2/3P1pRP/P2KpP2/1P6/8 b - - 1 31,1,0
stockfish_full_1,2k4r/p1p5/1pn2P2/3p1q2/3p2Q1/2P1KP2/PP6/2N3R1 w - - 0 31,1,0
stockfish_full_1,8/8/1R5p/N7/2k5/5P2/2b4r/4K3 b - - 3 40,0,1
stockfish_full_1,6k1/p1p2ppp/1b2P3/1p1r1P2/1Pp5/P4R2/2P2P1P/5K2 b - - 0 27,1,0
stockfish_full_1,8/3k4/pbNp2p1/3Pp3/1P2K1P1/5P2/8/8 w - - 1 48,1,0
stockfish_full_1,7r/3n1k2/p1pr1p2/3p4/3P4/2pB2BP/P4n2/R1R3K1 w - - 0 32,1,0
stockfish_full_1,8/1p3k2/p6p/3p2p1/3P2P1/2P3q1/PP1Q4/6K1 w - - 1 31,1,0
stockfish_full_1,5rk1/1p4pp/pp2n1p1/4R3/2q2rP1/2N1Q2P/PPP5/R3Q1K1 w - - 4 28,1,0
stockfish_full_1,6r1/5p2/rn1bk2p/2pRp3/PpN1P3/5PP1/1PP2B2/3R2K1 w - - 3 28,1,0
stockfish_full_1,r7/3b2qk/p1pQ3p/3p4/2pP4/2N3Pp/PPP2P1K/4R3 b - - 4 26,1,0
stockfish_full_1,1r6/p3k3/2p1b3/1pbpp2P/8/1R1B1P2/2P3KP/4R3 w - - 0 28,1,0
stockfish_full_1,r6k/2B1n1pp/8/2R2P2/6P1/p1Pb4/7P/6K1 w - - 0 35,1,0
stockfish_full_1,r7/p3R3/1p1Rp3/6k1/6P1/1P3K2/P4P2/6n1 w - - 3 36,1,0
stockfish_full_1,7r/1p1N3p/4n1pk/RB6/1p3p2/2Q1b3/2P3PP/4R2K b - - 0 26,1,0
stockfish_full_1,2r3k1/p2n1ppp/1p1N4/3Pp3/1P1b4/P4P2/7P/1RB4K b - - 1 23,1,0
stockfish_full_1,2k4r/1pp3p1/p4pp1/3Pb3/2P5/PPN4r/4NR2/2R3K1 w - - 2 28,1,0
stockfish_full_1,r1b2r1k/2p3pp/q3pp2/1pP5/p2PQB2/5N2/1P3PPP/R3R1K1 w - - 4 22,1,0
stockfish_full_1,8/8/8/1K4qk/8/2P5/8/8 w - - 1 49,1,0
stockfish_full_1,8/pR6/2p5/3pr2p/5k2/P2K4/7P/8 b - - 1 38,1,0
stockfish_full_1,8/8/8/8/2p3r1/2K3k1/7p/3R4 b - - 1 52,0,2
stockfish_full_1,r1r4Q/1b2kpp1/p3p3/1p1pP3/8/2N4R/5PPP/R5K1 w - - 10 23,1,0
stockfish_full_1,8/p7/1p5B/5p2/1P3Kp1/Pk6/7P/8 b - - 3 43,0,-1
stockfish_full_1,r4r2/1pp3kp/1p6/3p4/1P2n3/PQ6/5P1P/R6K w - - 0 24,1,0
stockfish_full_1,r1r3k1/1b3pp1/p3p3/1p1pP3/3Q4/2N4R/5PPP/R5K1 w - - 6 21,1,0
stockfish_full_1,4k1r1/2Rn4/p3rp2/3p4/3P3B/7P/P4K2/R7 w - - 2 40,0,1
stockfish_full_1,1r6/6pp/1P2k3/2P2p2/4p3/1b2B1P1/5P1P/2R3K1 b - - 0 29,1,0
stockfish_full_1,6k1/1br2p1p/pb1p2p1/1p1Pp3/1P2P2P/PN1K1P2/4N1P1/7R w - - 8 30,0,1
stockfish_full_1,5K2/8/4q3/6p1/6k1/8/6b1/8 b - - 3 67,1,0
stockfish_full_1,6k1/1pq2pp1/p4n1p/8/7N/1P1Q2PP/P4P1K/8 b - - 2 36,0,2
stockfish_full_1,r2r4/p4pkp/1p4p1/3pP3/5P2/1Pq2N2/Q5PP/2KR3R w - - 0 25,1,0
stockfish_full_1,3rk1r1/1b3p2/p7/bp3p1p/2p4P/P5N1/BPP2PP1/3R1RK1 w - - 0 21,1,0
stockfish_full_1,5R2/8/8/8/1K3k2/4r3/8/8 b - - 14 52,0,2
stockfish_full_1,7R/8/8/8/6k1/4K3/8/3r4 b - - 48 69,0,1
stockfish_full_1,8/8/6q1/8/8/4k2K/8/8 w - - 16 68,0,1
stockfish_full_1,rn1q1b1r/6kp/p1p1Bp1n/3p2N1/3P1QPB/2p4P/P4P2/R3R1K1 w - - 4 24,0,1
stockfish_full_1,8/7p/5p2/1R4p1/5P1k/4K3/6r1/8 w - - 1 44,1,0
stockfish_full_1,8/8/3k4/4rK2/8/8/6N1/8 w - - 51 88,1,0
stockfish_full_1,8/pr3pkp/R5p1/8/8/8/P4PKP/8 b - - 3 38,1,0
stockfish_full_1,8/8/3r4/3N4/3K4/5k2/8/8 b - - 10 56,1,0
stockfish_full_1,7k/Q1pq2pp/3N2n1/6B1/3P4/8/Pr3PPP/R3r1K1 w - - 0 21,1,0
stockfish_full_1,2k4r/pp4N1/8/2p4p/1b1pP3/8/PPP2PPP/R2b1K2 b - - 0 22,1,0
stockfish_full_1,r2q4/1pp5/3p1nnk/p2Pp2p/P3Pp2/2N2P2/1PPQB1K1/R7 w - - 1 25,1,0
stockfish_full_1,8/p1pk2pp/3b1p2/7r/2NPbP2/1P4P1/P6P/4R1K1 b - - 3 28,1,0
stockfish_full_1,2k4r/2p2p2/pp4pp/1q1rP3/5P2/1P5P/PQ4PK/R4R2 w - - 0 24,1,0
stockfish_full_1,3Q4/b1p3pk/1p3r1p/2P5/1P3P2/7P/1q4PB/4R2K w - - 10 37,0,1
stockfish_full_1,2b3r1/R4Qpk/1npq3p/1p2N3/3PP3/5BP1/5P1P/6K1 b - - 4 28,1,0
stockfish_full_1,2k4r/1p5p/p5p1/5pK1/P2p4/N7/6PP/3R4 b - - 0 28,0,-1
stockfish_full_1,1R6/6K1/8/8/2p5/8/2k5/8 w - - 3 58,0,1
stockfish_full_1,8/1p3p1p/p1k2p2/P1p2P2/2P1K2P/1P4P1/8/8 b - - 0 38,1,0
stockfish_full_1,8/3R4/3p1k2/p2Pp3/3nPpBK/5P2/1r3N2/8 w - - 0 59,0,1
stockfish_full_1,8/3Rn3/1r1p1k2/pp1Pp3/P3PpBp/5PnN/1P3K2/8 w - - 2 49,1,0
stockfish_full_1,r4r2/p4p1k/1bq2p1p/3p1b2/8/1BPN3n/PP1Q1PPP/3RNR1K w - - 8 23,1,0
stockfish_full_1,7r/4k2P/3R4/1pp1PB2/p2p4/8/2P2K1P/7b w - - 2 40,1,0
stockfish_full_1,r3r3/1p6/p2k1nNp/3bp3/1P6/P7/1N3PPP/3RR1K1 b - - 1 25,1,0
stockfish_full_1,8/p1p4R/5k1p/1p4pP/1Pq5/P5K1/1b1r4/8 b - - 5 46,0,-1
stockfish_full_1,r7/p3k3/1pn1pp2/6p1/5nP1/bP3NKP/P4P2/3R3R w - - 0 27,1,0
stockfish_full_1,8/8/1R3kpK/5p2/1p1r4/3p4/3N2PP/8 b - - 4 38,1,0
stockfish_full_1,8/8/5kpp/p1N5/P5P1/1P3P2/3n1K2/8 b - - 0 50,0,1
stockfish_full_1,6k1/pp3ppp/8/8/8/5KP1/2r2P1P/8 w - - 2 35,0,1
stockfish_full_1,6k1/2p3p1/5p1p/4p3/P1PpP3/b1q4P/1r2BPP1/Q4RK1 b - - 2 33,1,0
stockfish_full_1,5r2/pkp2PR1/1p6/3p4/3Q4/5q2/PP1K4/2N5 w - - 1 36,1,0
stockfish_full_1,1r2r1k1/2bb1pp1/1pp4p/p3p2q/P1N1P3/1QP1B2P/1P3PB1/3R2K1 w - - 0 23,1,0
stockfish_full_1,4r1k1/pp1Q1ppp/2qn4/8/2P5/8/P4PPP/3R2K1 w - - 3 25,1,0
stockfish_full_1,8/8/4b1p1/4P2p/1kp1PP2/1p4P1/7P/1K1B4 b - - 8 48,1,0
stockfish_full_1,8/1p1k2p1/p4p2/3K4/2P2bp1/PP6/8/3N4 w - - 0 41,1,0
stockfish_full_1,8/4k3/R2p4/pr1Pp3/3nPpBK/5P2/1P3N2/8 w - - 3 57,1,0
stockfish_full_1,8/p7/1p1R2r1/8/6k1/1P2K3/P4P2/6n1 w - - 0 41,1,0
stockfish_full_1,2R4Q/5b2/3k4/1pp2B2/p2p4/8/2P2K1P/8 w - - 1 48,0,1
stockfish_full_1,6r1/3n1k2/p1R2p2/3p4/3Pr1BB/7P/P4K2/R7 w - - 1 38,0,1
stockfish_full_1,4k2r/3R3P/8/1pp1PB2/p2p4/8/2P2K1P/7b w - - 4 41,1,0
stockfish_full_1,r1bq4/5p1k/p1p1r2p/3p4/2pP1Q2/2N3Pp/PPP2P1K/R3R3 b - - 3 22,1,0
stockfish_full_1,5k2/1p6/2q5/6K1/5P2/8/6r1/8 w - - 3 51,1,0
stockfish_full_1,6k1/pp3p2/2p3p1/3p3p/3P1N2/1P3K2/P5R1/6r1 b - - 2 38,1,0
stockfish_full_1,8/1p2R1p1/1p4kp/2p5/8/5N1P/PP3PP1/3r2K1 w - - 5 29,0,1
stockfish_full_1,5r1k/bpp3p1/4Q2p/p1P5/1P3P2/7P/P4qPB/4R2K w - - 1 30,1,0
stockfish_full_1,8/8/4k3/8/r3K3/4N3/8/8 w - - 61 93,1,0
stockfish_full_1,r2r2k1/p4ppp/8/2p4q/8/4R3/PPQ2P1P/4R1K1 b - - 7 28,0,2
stockfish_full_1,6k1/1pp2pp1/2b1n2p/p1Q5/8/PqN2P2/6PP/4R1K1 w - - 4 30,1,0
stockfish_full_1,2k4r/1p5p/p3rnp1/5p2/PP1p4/3BBK2/2P3PP/RN5R b - - 0 22,1,0
stockfish_full_1,8/8/1r6/8/8/6k1/2K5/1N6 b - - 2 52,1,0
stockfish_full_1,6Q1/5K2/7p/5P1P/6P1/6k1/8/8 b - - 0 53,1,0
stockfish_full_1,6k1/pp3p2/2p5/3p2p1/P2P3r/1P3K1p/7R/8 b - - 1 45,0,1
stockfish_full_1,5N2/8/8/5K2/8/3k4/8/4r3 w - - 1 63,0,2
stockfish_full_1,8/pp2r1pp/n1p2k2/5P2/3Ppp1P/P4P2/1P6/2K1R1R1 b - - 0 23,1,0
stockfish_full_1,1r4k1/1rp1q1p1/4bp1p/4p3/P2pP3/b2P3P/2QNBPP1/1R3RK1 b - - 1 28,1,0
stockfish_full_1,4r3/pp3p1k/6q1/3p2Pp/4b2P/P3Q1R1/1P6/5K2 b - - 0 33,1,0
stockfish_full_1,8/1kp5/1r4P1/8/8/R5KP/p7/8 w - - 3 45,1,0
stockfish_full_1,8/8/2p4R/3p4/2r3kp/3K4/7P/8 b - - 1 44,1,0
stockfish_full_1,8/p5pk/7p/8/2bQpq2/7P/P5P1/6RK b - - 1 39,1,0
stockfish_full_1,6k1/p4pp1/1p5p/4B3/1P1R1r2/P7/5nKP/8 b - - 5 33,1,0
stockfish_full_1,r3k3/pp5R/3p2p1/2n2N2/8/2Pn3P/PPK3P1/3R4 b - - 0 27,1,0
stockfish_full_1,4r1k1/5p2/5n1p/1q4p1/7N/2P2QP1/PP2RP2/5K2 w - - 0 39,1,0
stockfish_full_1,1k6/2p5/pp1r3p/5R2/P7/1P5P/3r2PK/2R5 w - - 0 33,1,0
stockfish_full_1,1n3rk1/1p3pp1/pq3n1p/3r4/3N4/1N1R3P/PPQ2PP1/2R3K1 b - - 6 24,1,0
stockfish_full_1,8/8/8/8/3rk3/2K5/8/8 b - - 14 66,1,0
stockfish_full_1,8/6BP/8/8/6K1/8/p7/1k6 b - - 0 52,1,0
stockfish_full_1,8/ppnr2p1/2p4p/5k2/3P1pRP/P2KpP2/1P6/2R5 b - - 5 28,1,0
stockfish_full_1,8/p7/2p5/3pr1kp/2r2N2/P2K2P1/7P/1R6 b - - 3 36,1,0
stockfish_full_1,8/8/p4k1p/1p1p2p1/3P2P1/1PP5/P5K1/8 w - - 0 34,1,0
stockfish_full_1,8/1p1N4/pR5p/1k6/1P6/P4P2/2b3rP/4K3 b - - 1 35,1,0
stockfish_full_1,6k1/5pp1/1Np4p/p3p1q1/P1Q1P3/2P4P/1P3P2/3r1BK1 w - - 8 31,1,0
stockfish_full_1,8/8/6kp/1p1p2p1/3P2P1/1PP5/6K1/8 w - - 0 36,1,0
stockfish_full_1,8/8/6KP/1k3p2/8/p7/5P2/8 b - - 0 57,1,0
stockfish_full_1,8/8/5K2/1R3Pp1/5rk1/7p/8/8 w - - 0 51,0,2
stockfish_full_1,8/2R3pp/pB1r1pk1/1p4n1/8/1P3P2/P4KPP/8 w - - 6 32,1,0
stockfish_full_1,4r3/pp3p1k/6q1/3p1rPp/4b2P/P3Q1R1/1P6/5RK1 b - - 3 32,1,0
stockfish_full_1,3r2k1/5ppp/p7/1p6/3B4/1P6/P2n1PPP/2R3K1 w - - 0 26,1,0
stockfish_full_1,8/8/8/8/8/3k4/2r5/K7 b - - 30 74,1,0
stockfish_full_1,8/1R6/5p2/5Ppp/4K1rk/8/8/8 w - - 3 47,1,0
stockfish_full_1,2k4r/1p5p/p5p1/5pK1/Pn1p4/N2Br3/2P3PP/R6R b - - 1 25,1,0
stockfish_full_1,r6n/1pp5/3p3k/p2Pp1q1/P3PpBp/2N2Pn1/1PPQ1K1R/8 w - - 8 31,1,0
stockfish_full_1,2k3rr/5p2/p4q1p/nppB1P2/3p1b2/PN1P3Q/1PP3P1/R3R1K1 b - - 1 26,0,1
stockfish_full_1,8/8/1r6/8/8/2N5/2K2k2/8 b - - 4 53,0,1
stockfish_full_1,2b1Q3/R2n2rk/2pq2pp/1p2N3/3PP3/5BP1/5P1P/6K1 b - - 3 31,1,0
stockfish_full_1,8/p7/1p2k2p/5pp1/1P1B4/P4K2/7P/8 b - - 4 39,0,2
stockfish_full_1,6k1/2pbr1pp/pp1p1p2/8/2PNnP1P/1P4P1/PBP5/2K3R1 b - - 3 28,1,0
stockfish_full_1,r7/pp1k1p1p/3p2p1/2n1nN2/8/2P4P/PPK3P1/3RR3 b - - 1 24,1,0
stockfish_full_1,2r3r1/3n1p2/3bk2p/p1pRp3/Pp2Pp2/1N3PP1/1PP2B1P/R5K1 w - - 2 24,1,0
stockfish_full_1,8/8/4N3/3k1K2/8/8/8/4r3 w - - 39 82,1,0
stockfish_full_1,5r1k/bpp3p1/4Q2p/2P5/1p3P2/P6P/5qPB/4R2K w - - 0 31,1,0
stockfish_full_1,6R1/2r1r2k/1np1Bp2/p1N1p2p/2P3p1/8/P4PPP/2KR4 w - - 6 35,1,0
stockfish_full_1,5k2/1p6/2q3K1/8/5P2/8/4r3/8 w - - 1 50,1,0
stockfish_full_1,3R2R1/2r1r3/1np1Bp1k/p1N1p2p/2P3p1/8/P4PPP/2K5 w - - 8 36,1,0
stockfish_full_1,2k3r1/ppqr1p1p/4b3/8/2n5/B1Q5/PP3PPP/1KR4R w - - 0 22,0,2
stockfish_full_1,8/8/8/4K3/2k2N2/8/8/4r3 w - - 35 80,0,1
stockfish_full_1,8/8/pp3kp1/1N5p/5P1K/1P1r4/6PP/7R w - - 0 40,1,0
stockfish_full_1,8/2Rn4/p3kp2/3p4/3Pr2B/7P/P4K2/8 w - - 4 45,1,0
stockfish_full_1,8/2bk4/p1Np2p1/3Pp3/1P2b1P1/3K1P2/8/8 w - - 0 47,1,0
stockfish_full_1,2kn4/pp1qR1r1/5p2/3p2p1/3P1P2/2P5/PP1B2PP/4R1K1 b - - 0 23,1,0
stockfish_full_1,4r3/1p3kp1/1p5p/2p1Rn2/8/5N1P/PP3PP1/6K1 w - - 3 26,1,0
stockfish_full_1,6k1/pp3p1p/2p3p1/3p4/3P1Nr1/1P3K2/P1n5/2R5 b - - 5 36,1,0
stockfish_full_1,8/Q5pk/7p/8/4pq2/3b3P/P5P1/6RK b - - 0 40,1,0
stockfish_full_1,4r1k1/p4pp1/6p1/8/P2p4/1P1R2PP/2r3P1/3R1K2 b - - 0 27,1,0
stockfish_full_1,3q2kr/1bp2pp1/1p5p/3n4/2Q5/3P1NP1/4PPBP/R5K1 b - - 1 21,1,0
stockfish_full_1,r2q1r2/1pp1n3/3p1n1k/p2Pp2p/P3Pp2/2N2P1b/1PPQB1N1/R4RK1 w - - 1 21,1,0
stockfish_full_1,3Q2k1/p4pp1/7p/8/2b1rq2/1B5P/P5P1/6RK b - - 1 36,1,0
stockfish_full_1,8/5N2/4k1K1/8/8/8/8/5r2 w - - 9 67,1,0
stockfish_full_1,8/8/1RN4p/8/8/4kP2/2b4r/5K2 b - - 7 42,1,0
stockfish_full_1,8/R7/2p5/3p3p/2r2k2/3K4/7P/8 b - - 0 42,1,0
stockfish_full_1,8/6pk/7p/8/5q2/3b3P/P3p1P1/4R1QK b - - 1 42,1,0
stockfish_full_1,r4r1k/p3Nppp/1b2b3/2p5/4Pn1B/2P5/5PPP/R3R1K1 w - - 4 23,0,-1
stockfish_full_1,8/6p1/6kp/8/8/1R3N1P/P4PPK/r7 w - - 1 34,0,1
stockfish_full_1,6k1/pp3p2/8/3p2Pp/7P/P7/4qRK1/8 b - - 7 40,0,1
stockfish_full_1,8/pp2kp1p/2p2p2/8/2P5/1P4PP/P1r2P2/4RK2 b - - 2 29,1,0
stockfish_full_1,6k1/1p3ppp/8/p7/7P/5KP1/2r2P2/8 w - - 0 36,0,-1
stockfish_full_1,8/8/2k5/4KN2/8/8/8/5r2 w - - 29 77,0,2
stockfish_full_1,4r3/p3Pk2/3P3R/1p2K3/3r4/1P6/P5P1/4R3 b - - 4 43,0,1
stockfish_full_1,r1b1r3/4bkpp/4p2n/1P1pPp2/P2B1P2/1N6/4B1PP/R1R3K1 w - - 2 26,1,0
stockfish_full_1,2kr3r/1bp2p2/ppq2Npp/3nP3/5P2/1P1B3P/PQ4PK/R4R2 w - - 0 21,1,0
stockfish_full_1,5rk1/p4pp1/1b1r4/5PB1/6Q1/1Pq5/5P1P/R4RK1 w - - 1 27,1,0
stockfish_full_1,r2r4/p1q2pkp/1p4p1/3pP3/5P2/1PN2N2/n3Q1PP/2KR3R w - - 0 24,1,0
stockfish_full_1,8/p1p2kpp/1b6/1p2rP2/1Pp5/P4R2/2P2PKP/8 b - - 1 29,1,0
stockfish_full_1,8/4k3/5rK1/6N1/8/8/8/8 w - - 15 70,1,0
stockfish_full_1,3r1k2/2p2pp1/2Qb2qp/1N1P4/4r1n1/5N2/PPP2PPP/4RRK1 w - - 7 27,1,0
stockfish_full_1,8/8/8/8/8/2k5/2r5/K7 b - - 26 72,1,0
stockfish_full_1,1r4k1/1rpbqpp1/3n3p/2b1p3/3pP3/P2P3P/1B1NBPP1/1RQ2RK1 b - - 10 23,1,0
stockfish_full_1,2k4r/1p5p/p4np1/5p2/PP1p1K2/3Br3/2P3PP/RN5R b - - 1 23,1,0
stockfish_full_1,5rk1/p4p2/1b3Pp1/6Q1/3r1B2/1P5q/5P1P/R4RK1 w - - 2 30,1,0
stockfish_full_1,8/pp3p1p/5p2/2p1k3/2P2P2/1P2K1PP/P7/8 b - - 0 33,1,0
stockfish_full_1,4r3/pp3kpp/n1p5/5P2/3Ppp1P/P7/1P3P2/2K1R2R b - - 0 21,1,0
stockfish_full_1,6k1/pp3p2/2p3p1/3p3p/3P1r2/1P2K3/P5R1/8 b - - 1 40,1,0
stockfish_full_1,6Q1/5p2/5K1p/5P1P/6Pk/8/8/8 b - - 0 52,0,1
stockfish_full_1,r4rk1/p4ppp/6q1/2p5/5N2/8/PPn2PPP/RQ2R2K b - - 7 21,1,0
stockfish_full_1,6k1/ppb2p1p/2p3p1/3p4/3P2n1/1Pr4N/P3NPPP/R4K2 b - - 1 27,1,0
stockfish_full_1,8/pp1k1K2/2p5/P2p4/1P1P4/7p/6r1/5R2 b - - 2 56,1,0
stockfish_full_1,3rr1k1/pp4pp/1b3n2/3pp2P/8/1NP2BP1/PP1R1PK1/4R3 b - - 1 23,1,0
stockfish_full_1,1n1r2k1/1p3pp1/pq3n1p/3r4/3N4/1N1R3P/PPQ2PP1/3R2K1 b - - 8 25,1,0
stockfish_full_1,r4rk1/1p3ppp/3p4/p2Nq3/P1B1P3/5b1P/2P1Q3/6RK w - - 0 26,1,0
stockfish_full_1,7r/p1pk1ppp/3bb3/8/3PN2r/1P3PP1/P6P/2R1R1K1 b - - 0 21,1,0
stockfish_full_1,6k1/5pp1/1Np4p/p3p1q1/P3P3/2P4P/1P1rQP1K/5B2 w - - 12 33,1,0
stockfish_full_1,6k1/1pp2pp1/2b4p/8/3qNn2/P4P2/3Q2PP/4R1K1 w - - 5 33,1,0
stockfish_full_1,2rr4/p4pk1/1p4p1/2qpP2p/5P2/1P3NK1/1Q4PP/3R3R w - - 0 31,0,2
stockfish_full_1,8/pr3p1p/R5p1/P5k1/8/8/5PKP/8 b - - 0 40,1,0
stockfish_full_1,4r2k/1p5p/3p4/p2B1P2/P7/5Q1P/2P5/4q2K w - - 1 33,0,1
stockfish_full_1,8/p4pkp/6p1/8/R7/8/Pr3PKP/8 b - - 1 37,1,0
stockfish_full_1,8/8/4BK2/R7/5p2/4kP2/8/8 w - - 3 75,0,-1
stockfish_full_1,2k5/pp4N1/4P3/7p/1bp2P2/4K1P1/Pr6/8 b - - 0 32,0,1
stockfish_full_1,8/p2k1K2/1Pp5/3p4/1P1P4/8/6rp/7R b - - 0 58,0,1
stockfish_full_1,7R/8/8/8/3K2k1/8/8/2r5 b - - 46 68,0,-1
stockfish_full_1,2b5/3Q2k1/2p3pp/1p2P3/4P3/5BP1/5P1P/6K1 b - - 0 34,1,0
stockfish_full_1,8/6pp/p4p1k/1pR4P/8/1P2KP2/6r1/8 w - - 1 38,0,-1
stockfish_full_1,4r3/ppp2kp1/1b3n1p/5n2/8/2N1B2P/PP3PP1/3RN1K1 w - - 5 21,1,0
stockfish_full_1,2b5/5k2/pb1p2p1/1p1Ppp2/1P2P3/PNNK1P2/6P1/8 w - - 6 38,0,1
stockfish_full_1,7r/4k3/2p2RBP/pp1bP3/3p4/8/2P2K1P/8 w - - 1 37,1,0
stockfish_full_1,8/pp2r3/3rP1kp/3PR1p1/5pKP/1P6/P5P1/4R3 b - - 0 32,1,0
stockfish_full_1,7r/4k2P/5R2/1ppbPB2/p2p4/8/2P2K1P/8 w - - 0 39,1,0
stockfish_full_1,8/2b2k2/p1Np2p1/3Ppb2/1P2N3/3K1P2/6P1/8 w - - 1 44,0,-1
stockfish_full_1,3r4/1p3ppk/1bpP4/8/P7/2P3K1/8/RN6 w - - 1 32,0,1
stockfish_full_1,r3k2r/1p1q1ppp/1bpP4/8/P3P3/2P2P1n/3QBP2/RN3RK1 w k - 0 21,1,0
stockfish_full_1,r4rk1/p4ppp/8/2p5/6q1/8/PPQ2P1P/R3RK2 b - - 1 25,0,2
stockfish_full_1,2r1kr2/1b3p1R/p3pQ2/1p1pP3/8/8/4NPPP/R5K1 w - - 7 27,1,0
stockfish_full_1,1r4k1/4pp1p/p5p1/3rP3/1PRb1P2/B4R1P/6PK/8 b - - 2 27,1,0
stockfish_full_1,8/1p3ppk/1bp5/8/P1N5/2Pr2K1/8/R7 w - - 2 34,1,0
stockfish_full_1,8/8/6pp/p1N1k3/P5P1/1P3P2/5K2/5n2 b - - 4 52,1,0
stockfish_full_1,8/8/4P1p1/7p/4PP2/1kp3P1/1p5P/1K6 b - - 0 52,1,0
stockfish_full_1,8/3rk2K/6p1/1R3p2/1p6/3p4/3N2PP/8 b - - 0 36,0,1
stockfish_full_1,6k1/4r2p/pp4pP/2n1NpP1/2b2P2/P7/1BP5/2K3R1 b - - 1 37,0,1
stockfish_full_1,8/5K2/4N3/8/8/5Q2/8/6k1 w - - 13 80,1,0
stockfish_full_1,2k4r/ppp2p2/2n1p3/3pP2P/3P3q/1NP2P2/PP2K1p1/R5Q1 w - - 0 25,1,0
stockfish_full_1,8/6p1/5p1k/1p1Nb3/8/2P2K2/8/8 w - - 2 41,0,1
stockfish_full_1,r6k/2B1n1pp/8/2R2P2/p7/2Pb4/6PP/6K1 w - - 0 34,0,1
stockfish_full_1,8/3N4/6p1/4K3/5Pr1/8/2k5/8 w - - 4 59,1,0
stockfish_full_1,3r2k1/p1p2ppp/8/1pb1P3/1Pp2P2/P1R5/2P2PKP/3r1R2 b - b3 0 23,0,1
stockfish_full_1,8/1p3k2/p2q3p/3p2p1/3P2p1/2P4P/PP1Q4/6K1 w - - 0 30,1,0
stockfish_full_1,r5q1/1pp5/3p1nnk/p2Pp3/P3Pp1p/2N2P2/1PPQBK2/7R w - - 0 27,0,2
stockfish_full_1,8/6pp/2R2p1k/pp5P/8/1P2KP2/6r1/8 w - - 0 39,0,1
stockfish_full_1,r5k1/pQ3pp1/4r2p/2Pp2q1/8/7P/PP3BP1/R4RK1 b - - 0 23,0,1
stockfish_full_1,6k1/p4pp1/6p1/8/P2R4/1P4PP/2r1r1P1/3R1K2 b - - 0 28,1,0
stockfish_full_1,rk3r2/4R1pp/3P4/p7/4N3/1P2b1P1/P5KP/R7 b - - 0 25,1,0
stockfish_full_1,2r3k1/5pp1/7p/7q/4Q1n1/2P2N2/PP3PP1/4RK2 w - - 2 35,1,0
stockfish_full_1,8/3k4/4b1p1/4P2p/2p1PP2/1pK3P1/7P/3B4 b - - 0 44,1,0
stockfish_full_1,8/8/8/8/3r4/4k3/2K5/8 b - - 16 67,0,1
stockfish_full_1,5rk1/p4pp1/1b6/5P2/3r1BQ1/1Pq5/5P1P/R4RK1 w - - 3 28,1,0
stockfish_full_1,2k3r1/8/p4p1Q/Npp2P2/4B3/P2PR1r1/1qP3P1/6K1 b - - 0 33,1,0
stockfish_full_1,8/5p2/2k5/P3n3/1P6/2P1K1P1/5P2/8 w - - 3 48,0,1
stockfish_full_1,8/8/1r6/6k1/6P1/7P/1pK5/1N6 b - - 0 47,1,0
stockfish_full_1,2b5/5k2/pb1p2p1/3Ppp2/pP2P3/1NNK1P2/6P1/8 w - - 0 39,1,0
stockfish_full_1,6k1/pp3p2/2p3p1/3p4/P2P3r/1P2K2p/7R/8 b - - 3 44,1,0
stockfish_full_1,8/R7/3p1k2/p1rPp3/4PpBp/5PnN/1P4K1/8 w - - 2 53,0,1
stockfish_full_1,1r3rk1/4nppp/4p3/4P3/1pB2P2/P1K5/6PP/3R3R w - - 0 25,1,0
stockfish_full_1,2r3k1/5ppp/1P2p3/3nP3/1K3P2/8/6PP/7R w - - 1 32,1,0
stockfish_full_1,8/p1R5/2p5/3p3p/3K1k2/r7/7P/8 b - - 1 40,1,0
stockfish_full_1,r5k1/pbp1r1pp/1p1pnp2/1N6/2P4P/1P3P2/P1PB2P1/2K1R2R b - - 5 21,1,0
stockfish_full_1,8/p7/1r4pR/1k3pK1/7P/8/5P2/8 b - - 6 53,1,0
stockfish_full_1,r4rk1/pp3p2/7p/3pP2q/4bQ1P/P5R1/1P4P1/R5K1 b - - 3 22,1,0
stockfish_full_1,8/1p1k2p1/p4p2/3p2p1/2P1Kb2/PP6/8/3N4 w - - 0 40,0,-1
stockfish_full_1,8/6pp/p4pk1/1pR5/7P/1P2KP2/6r1/8 w - - 0 37,1,0
stockfish_full_1,6k1/p4ppp/1p1P1n2/8/1P1p1r2/P7/1B5P/1R5K b - - 0 28,0,1
stockfish_full_1,6k1/1p1r1p1p/n1r5/p1b3pN/P7/4B1P1/5P1P/1R2R1K1 b - - 1 25,1,0
stockfish_full_1,4r2k/3rPQp1/7p/1p3p2/p4B2/8/1P3PPP/4R1K1 w - - 0 35,1,0
